iata,name,city,country_code,type,scheduled_service,iso_region,ident,label
TRG,Tauranga Airport,Tauranga,NZ,,,,,"Tauranga — Tauranga Airport (TRG), NZ"
CHT,Inia William Tuuta Memorial Airport,Te One,NZ,,,,,"Te One — Inia William Tuuta Memorial Airport (CHT), NZ"
WKA,Wanaka Airport,Wanaka,NZ,,,,,"Wanaka — Wanaka Airport (WKA), NZ"
WAG,Wanganui Airport,Wanganui,NZ,,,,,"Wanganui — Wanganui Airport (WAG), NZ"
WLG,Wellington International Airport,Wellington,NZ,,,,,"Wellington — Wellington International Airport (WLG), NZ"
WSZ,Westport Airport,Westport,NZ,,,,,"Westport — Westport Airport (WSZ), NZ"
WRE,Whangarei Airport,Whangarei,NZ,,,,,"Whangarei — Whangarei Airport (WRE), NZ"
DQM,Duqm International Airport,Duqm,OM,,,,,"Duqm — Duqm International Airport (DQM), OM"
KHS,Khasab Airport,Khasab,OM,,,,,"Khasab — Khasab Airport (KHS), OM"
MCT,Muscat International Airport,Muscat/Seeb,OM,,,,,"Muscat/Seeb — Muscat International Airport (MCT), OM"
SLL,Salalah International Airport,Salalah,OM,,,,,"Salalah — Salalah International Airport (SLL), OM"
OHS,Suhar International Airport,Suhar,OM,,,,,"Suhar — Suhar International Airport (OHS), OM"
PAC,Marcos A. Gelabert International Airport,Albrook,PA,,,,,"Albrook — Marcos A. Gelabert International Airport (PAC), PA"
CHX,Changuinola Captain Manuel Niño International Airport,Changuinola,PA,,,,,"Changuinola — Changuinola Captain Manuel Niño International Airport (CHX), PA"
CTD,Alonso Valderrama Airport,Chitré,PA,,,,,"Chitré — Alonso Valderrama Airport (CTD), PA"
ONX,Enrique Adolfo Jimenez Airport,Colón,PA,,,,,"Colón — Enrique Adolfo Jimenez Airport (ONX), PA"
OTD,Raul Arias Espinoza Airport,Contadora Island,PA,,,,,"Contadora Island — Raul Arias Espinoza Airport (OTD), PA"
DAV,Enrique Malek International Airport,David,PA,,,,,"David — Enrique Malek International Airport (DAV), PA"
BOC,Bocas del Toro International Airport,Isla Colón,PA,,,,,"Isla Colón — Bocas del Toro International Airport (BOC), PA"
BLB,Panamá Pacífico International Airport,Panamá City,PA,,,,,"Panamá City — Panamá Pacífico International Airport (BLB), PA"
PDM,Capt. J. Montenegro Airport,Pedasí,PA,,,,,"Pedasí — Capt. J. Montenegro Airport (PDM), PA"
BFQ,Bahia Piña Airport,Puerto Piña,PA,,,,,"Puerto Piña — Bahia Piña Airport (BFQ), PA"
RIH,Scarlett Martinez International Airport,Río Hato,PA,,,,,"Río Hato — Scarlett Martinez International Airport (RIH), PA"
PTY,Tocumen International Airport,Tocumen,PA,,,,,"Tocumen — Tocumen International Airport (PTY), PA"
ANS,Andahuaylas Airport,Andahuaylas,PE,,,,,"Andahuaylas — Andahuaylas Airport (ANS), PE"
AQP,Rodríguez Ballón International Airport,Arequipa,PE,,,,,"Arequipa — Rodríguez Ballón International Airport (AQP), PE"
AYP,Air Force Colonel Alfredo Mendivil Duarte Airport,Ayacucho,PE,,,,,"Ayacucho — Air Force Colonel Alfredo Mendivil Duarte Airport (AYP), PE"
CJA,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,PE,,,,,"Cajamarca — Mayor General FAP Armando Revoredo Iglesias Airport (CJA), PE"
CHH,Chachapoyas Airport,Chachapoyas,PE,,,,,"Chachapoyas — Chachapoyas Airport (CHH), PE"
CIX,Capitán FAP José A. Quiñones González International Airport,Chiclayo,PE,,,,,"Chiclayo — Capitán FAP José A. Quiñones González International Airport (CIX), PE"
CHM,FAP Lieutenant Jaime Andres de Montreuil Morales Airport,Chimbote,PE,,,,,"Chimbote — FAP Lieutenant Jaime Andres de Montreuil Morales Airport (CHM), PE"
CUZ,Alejandro Velasco Astete International Airport,Cusco,PE,,,,,"Cusco — Alejandro Velasco Astete International Airport (CUZ), PE"
HUU,Alferez Fap David Figueroa Fernandini Airport,Huánuco,PE,,,,,"Huánuco — Alferez Fap David Figueroa Fernandini Airport (HUU), PE"
ILQ,General Jorge Fernandez Maldon Airport,Ilo,PE,,,,,"Ilo — General Jorge Fernandez Maldon Airport (ILQ), PE"
IQT,Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,PE,,,,,"Iquitos — Coronel FAP Francisco Secada Vignetta International Airport (IQT), PE"
JAU,Francisco Carle Airport,Jauja,PE,,,,,"Jauja — Francisco Carle Airport (JAU), PE"
JAE,Shumba Airport,Jaén,PE,,,,,"Jaén — Shumba Airport (JAE), PE"
JUL,Inca Manco Capac International Airport,Juliaca,PE,,,,,"Juliaca — Inca Manco Capac International Airport (JUL), PE"
LIM,Jorge Chávez International Airport,Lima,PE,,,,,"Lima — Jorge Chávez International Airport (LIM), PE"
NZC,Maria Reiche Neuman Airport,Nazca,PE,,,,,"Nazca — Maria Reiche Neuman Airport (NZC), PE"
PIU,Capitán FAP Guillermo Concha Iberico International Airport,Piura,PE,,,,,"Piura — Capitán FAP Guillermo Concha Iberico International Airport (PIU), PE"
PCL,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,PE,,,,,"Pucallpa — Cap FAP David Abenzur Rengifo International Airport (PCL), PE"
PEM,Padre Aldamiz International Airport,Puerto Maldonado,PE,,,,,"Puerto Maldonado — Padre Aldamiz International Airport (PEM), PE"
TCQ,Coronel FAP Carlos Ciriani Santa Rosa International Airport,Tacna,PE,,,,,"Tacna — Coronel FAP Carlos Ciriani Santa Rosa International Airport (TCQ), PE"
TYL,Captain Victor Montes Arias International Airport,Talara,PE,,,,,"Talara — Captain Victor Montes Arias International Airport (TYL), PE"
TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,PE,,,,,"Tarapoto — Cadete FAP Guillermo Del Castillo Paredes Airport (TPP), PE"
TRU,Capitán FAP Carlos Martínez de Pinillos International Airport,Trujillo,PE,,,,,"Trujillo — Capitán FAP Carlos Martínez de Pinillos International Airport (TRU), PE"
TBP,Captain Pedro Canga Rodríguez International Airport,Tumbes,PE,,,,,"Tumbes — Captain Pedro Canga Rodríguez International Airport (TBP), PE"
YMS,Moises Benzaquen Rengifo Airport,Yurimaguas,PE,,,,,"Yurimaguas — Moises Benzaquen Rengifo Airport (YMS), PE"
AXR,Arutua Airport,,PF,,,,,"Arutua Airport (AXR), PF"
FAV,Fakarava Airport,,PF,,,,,"Fakarava Airport (FAV), PF"
XMH,Manihi Airport,,PF,,,,,"Manihi Airport (XMH), PF"
MVT,Mataiva Airport,,PF,,,,,"Mataiva Airport (MVT), PF"
MAU,Maupiti Airport,,PF,,,,,"Maupiti Airport (MAU), PF"
PKP,Puka Puka Airport,,PF,,,,,"Puka Puka Airport (PKP), PF"
RVV,Raivavae Airport,,PF,,,,,"Raivavae Airport (RVV), PF"
RGI,Rangiroa Airport,,PF,,,,,"Rangiroa Airport (RGI), PF"
RUR,Rurutu Airport,,PF,,,,,"Rurutu Airport (RUR), PF"
TKP,Takapoto Airport,,PF,,,,,"Takapoto Airport (TKP), PF"
TKX,Takaroa Airport,,PF,,,,,"Takaroa Airport (TKX), PF"
GMR,Totegegie Airport,,PF,,,,,"Totegegie Airport (GMR), PF"
TUB,Tubuai Airport,,PF,,,,,"Tubuai Airport (TUB), PF"
AHE,Ahe Airport,Ahe Atoll,PF,,,,,"Ahe Atoll — Ahe Airport (AHE), PF"
AAA,Anaa Airport,Anaa,PF,,,,,"Anaa — Anaa Airport (AAA), PF"
APK,Apataki Airport,Apataki,PF,,,,,"Apataki — Apataki Airport (APK), PF"
FHZ,Fakahina Airport,Fakahina,PF,,,,,"Fakahina — Fakahina Airport (FHZ), PF"
FGU,Fangatau Airport,Fangatau,PF,,,,,"Fangatau — Fangatau Airport (FGU), PF"
HUH,Huahine-Fare Airport,Fare,PF,,,,,"Fare — Huahine-Fare Airport (HUH), PF"
HHZ,Hikueru Airport,Hikueru,PF,,,,,"Hikueru — Hikueru Airport (HHZ), PF"
AUQ,Hiva Oa-Atuona Airport,Hiva Oa Island,PF,,,,,"Hiva Oa Island — Hiva Oa-Atuona Airport (AUQ), PF"
KHZ,Kauehi Airport,Kauehi,PF,,,,,"Kauehi — Kauehi Airport (KHZ), PF"
MKP,Makemo Airport,Makemo,PF,,,,,"Makemo — Makemo Airport (MKP), PF"
MOZ,Moorea Temae Airport,Moorea-Maiao,PF,,,,,"Moorea-Maiao — Moorea Temae Airport (MOZ), PF"
BOB,Bora Bora Airport,Motu Mute,PF,,,,,"Motu Mute — Bora Bora Airport (BOB), PF"
NIU,Naiu Airport,Naiu Atoll,PF,,,,,"Naiu Atoll — Naiu Airport (NIU), PF"
NAU,Napuka Island Airport,Napuka Island,PF,,,,,"Napuka Island — Napuka Island Airport (NAU), PF"
NHV,Nuku Hiva Airport,Nuku Hiva,PF,,,,,"Nuku Hiva — Nuku Hiva Airport (NHV), PF"
HOI,Hao Airport,Otepa,PF,,,,,"Otepa — Hao Airport (HOI), PF"
PPT,Fa'a'ā International Airport,Papeete,PF,,,,,"Papeete — Fa'a'ā International Airport (PPT), PF"
KKR,Kaukura Airport,Raitahiti,PF,,,,,"Raitahiti — Kaukura Airport (KKR), PF"
RRR,Raroia Airport,Raroia,PF,,,,,"Raroia — Raroia Airport (RRR), PF"
RMT,Rimatara Airport,Rimatara Island,PF,,,,,"Rimatara Island — Rimatara Airport (RMT), PF"
TKV,Tatakoto Airport,Tatakoto,PF,,,,,"Tatakoto — Tatakoto Airport (TKV), PF"
TIH,Tikehau Airport,Tuherahera,PF,,,,,"Tuherahera — Tikehau Airport (TIH), PF"
UAH,Ua Huka Airport,Ua Huka,PF,,,,,"Ua Huka — Ua Huka Airport (UAH), PF"
UAP,Ua Pou Airport,Ua Pou,PF,,,,,"Ua Pou — Ua Pou Airport (UAP), PF"
RFP,Raiatea Airport,Uturoa,PF,,,,,"Uturoa — Raiatea Airport (RFP), PF"
VMU,Baimuru Airport,Baimuru,PG,,,,,"Baimuru — Baimuru Airport (VMU), PG"
OPU,Balimo Airport,Balimo,PG,,,,,"Balimo — Balimo Airport (OPU), PG"
BOT,Bosset Airport,Bosset,PG,,,,,"Bosset — Bosset Airport (BOT), PG"
BUA,Buka Airport,Buka Island,PG,,,,,"Buka Island — Buka Airport (BUA), PG"
DAU,Daru Airport,Daru,PG,,,,,"Daru — Daru Airport (DAU), PG"
GMI,Gasmata Island Airport,Gasmata Island,PG,,,,,"Gasmata Island — Gasmata Island Airport (GMI), PG"
GKA,Goroka Airport,Goronka,PG,,,,,"Goronka — Goroka Airport (GKA), PG"
GUR,Gurney Airport,Gurney,PG,,,,,"Gurney — Gurney Airport (GUR), PG"
KVG,Kavieng Airport,Kavieng,PG,,,,,"Kavieng — Kavieng Airport (KVG), PG"
KMA,Kerema Airport,Kerema,PG,,,,,"Kerema — Kerema Airport (KMA), PG"
KIE,Aropa Airport,Kieta,PG,,,,,"Kieta — Aropa Airport (KIE), PG"
KRI,Kikori Airport,Kikori,PG,,,,,"Kikori — Kikori Airport (KRI), PG"
HKN,Hoskins Airport,Kimbe,PG,,,,,"Kimbe — Hoskins Airport (HKN), PG"
UNG,Kiunga Airport,Kiunga,PG,,,,,"Kiunga — Kiunga Airport (UNG), PG"
RAB,Tokua Airport,Kokopo,PG,,,,,"Kokopo — Tokua Airport (RAB), PG"
CMU,Chimbu Airport,Kundiawa,PG,,,,,"Kundiawa — Chimbu Airport (CMU), PG"
LAE,Nadzab Tomodachi International Airport,Lae,PG,,,,,"Lae — Nadzab Tomodachi International Airport (LAE), PG"
LMY,Lake Murray Airport,Lake Murray,PG,,,,,"Lake Murray — Lake Murray Airport (LMY), PG"
LNV,Londolovit Airport,Londolovit,PG,,,,,"Londolovit — Londolovit Airport (LNV), PG"
LSA,Losuia Airport,Losuia,PG,,,,,"Losuia — Losuia Airport (LSA), PG"
MAG,Madang Airport,Madang,PG,,,,,"Madang — Madang Airport (MAG), PG"
MAS,Momote Airport,Manus Island,PG,,,,,"Manus Island — Momote Airport (MAS), PG"
MDU,Mendi Airport,Mendi,PG,,,,,"Mendi — Mendi Airport (MDU), PG"
MIS,Misima Island Airport,Misima Island,PG,,,,,"Misima Island — Misima Island Airport (MIS), PG"
MXH,Moro Airport,Moro,PG,,,,,"Moro — Moro Airport (MXH), PG"
HGU,Mount Hagen Kagamuga Airport,Mount Hagen,PG,,,,,"Mount Hagen — Mount Hagen Kagamuga Airport (HGU), PG"
OBX,Obo Airport,Obo,PG,,,,,"Obo — Obo Airport (OBX), PG"
PNP,Girua Airport,Popondetta,PG,,,,,"Popondetta — Girua Airport (PNP), PG"
POM,Port Moresby Jacksons International Airport,Port Moresby,PG,,,,,"Port Moresby — Port Moresby Jacksons International Airport (POM), PG"
TDS,Sasereme Airport,Sasereme,PG,,,,,"Sasereme — Sasereme Airport (TDS), PG"
TBG,Tabubil Airport,Tabubil,PG,,,,,"Tabubil — Tabubil Airport (TBG), PG"
TPI,Tapini Airport,Tapini,PG,,,,,"Tapini — Tapini Airport (TPI), PG"
TIZ,Tari Airport,Tari,PG,,,,,"Tari — Tari Airport (TIZ), PG"
TFI,Tufi Airport,Tufi,PG,,,,,"Tufi — Tufi Airport (TFI), PG"
VAI,Vanimo Airport,Vanimo,PG,,,,,"Vanimo — Vanimo Airport (VAI), PG"
WBM,Wapenamanda Airport,Wapenamanda,PG,,,,,"Wapenamanda — Wapenamanda Airport (WBM), PG"
WWK,Wewak International Airport,Wewak,PG,,,,,"Wewak — Wewak International Airport (WWK), PG"
BCD,Bacolod-Silay Airport,Bacolod City,PH,,,,,"Bacolod City — Bacolod-Silay Airport (BCD), PH"
BAG,Loakan Airport,Baguio,PH,,,,,"Baguio — Loakan Airport (BAG), PH"
BSO,Basco Airport,Basco,PH,,,,,"Basco — Basco Airport (BSO), PH"
TWT,Sanga Sanga Airport,Bongao,PH,,,,,"Bongao — Sanga Sanga Airport (TWT), PH"
BXU,Bancasi Airport,Butuan,PH,,,,,"Butuan — Bancasi Airport (BXU), PH"
ILO,Iloilo International Airport,Cabatuan,PH,,,,,"Cabatuan — Iloilo International Airport (ILO), PH"
CYP,Calbayog Airport,Calbayog City,PH,,,,,"Calbayog City — Calbayog Airport (CYP), PH"
CRM,Catarman National Airport,Catarman,PH,,,,,"Catarman — Catarman National Airport (CRM), PH"
MPH,Godofredo P. Ramos Airport,Caticlan,PH,,,,,"Caticlan — Godofredo P. Ramos Airport (MPH), PH"
CYZ,Cauayan Airport,Cauayan City,PH,,,,,"Cauayan City — Cauayan Airport (CYZ), PH"
CEB,Mactan Cebu International Airport,Cebu City/Lapu-Lapu City,PH,,,,,"Cebu City/Lapu-Lapu City — Mactan Cebu International Airport (CEB), PH"
USU,Francisco B. Reyes (Busuanga) Airport,Coron,PH,,,,,"Coron — Francisco B. Reyes (Busuanga) Airport (USU), PH"
CYU,Cuyo Airport,Cuyo,PH,,,,,"Cuyo — Cuyo Airport (CYU), PH"
CBO,Cotabato (Awang) Airport,Datu Odin Sinsuat,PH,,,,,"Datu Odin Sinsuat — Cotabato (Awang) Airport (CBO), PH"
DVO,Francisco Bangoy International Airport,Davao,PH,,,,,"Davao — Francisco Bangoy International Airport (DVO), PH"
IAO,Siargao Airport,Del Carmen,PH,,,,,"Del Carmen — Siargao Airport (IAO), PH"
DPL,Dipolog Airport,Dipolog,PH,,,,,"Dipolog — Dipolog Airport (DPL), PH"
DGT,Sibulan Airport,Dumaguete City,PH,,,,,"Dumaguete City — Sibulan Airport (DGT), PH"
ENI,El Nido Airport,El Nido,PH,,,,,"El Nido — El Nido Airport (ENI), PH"
GES,General Santos International Airport,General Santos,PH,,,,,"General Santos — General Santos International Airport (GES), PH"
JOL,Jolo Airport,Jolo,PH,,,,,"Jolo — Jolo Airport (JOL), PH"
KLO,Kalibo International Airport,Kalibo,PH,,,,,"Kalibo — Kalibo International Airport (KLO), PH"
CGY,Laguindingan International Airport,Laguindingan,PH,,,,,"Laguindingan — Laguindingan International Airport (CGY), PH"
LAO,Laoag International Airport,Laoag City,PH,,,,,"Laoag City — Laoag International Airport (LAO), PH"
DRP,Bicol International Airport,Legazpi,PH,,,,,"Legazpi — Bicol International Airport (DRP), PH"
CRK,Clark International Airport / Clark Air Base,Mabalacat,PH,,,,,"Mabalacat — Clark International Airport / Clark Air Base (CRK), PH"
CGM,Camiguin Airport,Mambajao,PH,,,,,"Mambajao — Camiguin Airport (CGM), PH"
MNL,Ninoy Aquino International Airport,Manila (Pasay),PH,,,,,"Manila (Pasay) — Ninoy Aquino International Airport (MNL), PH"
MBT,Moises R. Espinosa Airport,Masbate,PH,,,,,"Masbate — Moises R. Espinosa Airport (MBT), PH"
WNP,Naga Airport,Naga,PH,,,,,"Naga — Naga Airport (WNP), PH"
SFS,Subic Bay International Airport / Naval Air Station Cubi Point,Olongapo,PH,,,,,"Olongapo — Subic Bay International Airport / Naval Air Station Cubi Point (SFS), PH"
OZC,Labo Airport,Ozamiz,PH,,,,,"Ozamiz — Labo Airport (OZC), PH"
PAG,Pagadian Airport,Pagadian,PH,,,,,"Pagadian — Pagadian Airport (PAG), PH"
TAG,Bohol-Panglao International Airport,Panglao,PH,,,,,"Panglao — Bohol-Panglao International Airport (TAG), PH"
PPS,Puerto Princesa International Airport / PAF Antonio Bautista Air Base,Puerto Princesa,PH,,,,,"Puerto Princesa — Puerto Princesa International Airport / PAF Antonio Bautista Air Base (PPS), PH"
RXS,Roxas Airport,Roxas City,PH,,,,,"Roxas City — Roxas Airport (RXS), PH"
SJI,San Jose Airport,San Jose,PH,,,,,"San Jose — San Jose Airport (SJI), PH"
SWL,San Vicente Airport,San Vicente,PH,,,,,"San Vicente — San Vicente Airport (SWL), PH"
SUG,Surigao Airport,Surigao City,PH,,,,,"Surigao City — Surigao Airport (SUG), PH"
TBH,Tugdan Airport,Tablas Island,PH,,,,,"Tablas Island — Tugdan Airport (TBH), PH"
TAC,Daniel Z. Romualdez Airport,Tacloban City,PH,,,,,"Tacloban City — Daniel Z. Romualdez Airport (TAC), PH"
TUG,Tuguegarao Airport,Tuguegarao City,PH,,,,,"Tuguegarao City — Tuguegarao Airport (TUG), PH"
VRC,Virac Airport,Virac,PH,,,,,"Virac — Virac Airport (VRC), PH"
ZAM,Zamboanga International Airport,Zamboanga,PH,,,,,"Zamboanga — Zamboanga International Airport (ZAM), PH"
ISB,Islamabad International Airport,Attock,PK,,,,,"Attock — Islamabad International Airport (ISB), PK"
BHV,Bahawalpur Airport,Bahawalpur,PK,,,,,"Bahawalpur — Bahawalpur Airport (BHV), PK"
CJL,Chitral Airport,Chitral,PK,,,,,"Chitral — Chitral Airport (CJL), PK"
DBA,Dalbandin Airport,Dalbandin,PK,,,,,"Dalbandin — Dalbandin Airport (DBA), PK"
DEA,Dera Ghazi Khan Airport,Dera Ghazi Khan,PK,,,,,"Dera Ghazi Khan — Dera Ghazi Khan Airport (DEA), PK"
LYP,Faisalabad International Airport,Faisalabad,PK,,,,,"Faisalabad — Faisalabad International Airport (LYP), PK"
PZH,Zhob Airport,Fort Sandeman,PK,,,,,"Fort Sandeman — Zhob Airport (PZH), PK"
GIL,Gilgit Airport,Gilgit,PK,,,,,"Gilgit — Gilgit Airport (GIL), PK"
GWD,New Gwadar International Airport,Gurandani,PK,,,,,"Gurandani — New Gwadar International Airport (GWD), PK"
HDD,Hyderabad Airport,Hyderabad,PK,,,,,"Hyderabad — Hyderabad Airport (HDD), PK"
JIW,Jiwani Airport (INACTIVE},Jiwani,PK,,,,,"Jiwani — Jiwani Airport (INACTIVE} (JIW), PK"
KHI,Jinnah International Airport,Karachi,PK,,,,,"Karachi — Jinnah International Airport (KHI), PK"
KDD,Khuzdar Airport,Khuzdar,PK,,,,,"Khuzdar — Khuzdar Airport (KDD), PK"
LHE,Allama Iqbal International Airport,Lahore,PK,,,,,"Lahore — Allama Iqbal International Airport (LHE), PK"
SKZ,Sukkur Airport,Mirpur Khas,PK,,,,,"Mirpur Khas — Sukkur Airport (SKZ), PK"
MUX,Multan International Airport,Multan,PK,,,,,"Multan — Multan International Airport (MUX), PK"
MFG,Muzaffarabad Airport,Muzaffarabad,PK,,,,,"Muzaffarabad — Muzaffarabad Airport (MFG), PK"
WNS,Shaheed Benazirabad Airport,Nawabashah,PK,,,,,"Nawabashah — Shaheed Benazirabad Airport (WNS), PK"
PEW,Bacha Khan International Airport,Peshawar,PK,,,,,"Peshawar — Bacha Khan International Airport (PEW), PK"
UET,Quetta International Airport,Quetta,PK,,,,,"Quetta — Quetta International Airport (UET), PK"
RYK,Shaikh Zaid Airport,Rahim Yar Khan,PK,,,,,"Rahim Yar Khan — Shaikh Zaid Airport (RYK), PK"
SKT,Sialkot International Airport,Sialkot,PK,,,,,"Sialkot — Sialkot International Airport (SKT), PK"
KDU,Skardu International Airport,Skardu,PK,,,,,"Skardu — Skardu International Airport (KDU), PK"
TUK,Turbat International Airport,Turbat,PK,,,,,"Turbat — Turbat International Airport (TUK), PK"
KRK,Kraków John Paul II International Airport,Balice,PL,,,,,"Balice — Kraków John Paul II International Airport (KRK), PL"
BZG,Ignacy Jan Paderewski Bydgoszcz Airport,Bydgoszcz,PL,,,,,"Bydgoszcz — Ignacy Jan Paderewski Bydgoszcz Airport (BZG), PL"
GDN,Gdańsk Lech Wałęsa Airport,Gdańsk,PL,,,,,"Gdańsk — Gdańsk Lech Wałęsa Airport (GDN), PL"
SZZ,Solidarity Szczecin–Goleniów Airport,Glewice,PL,,,,,"Glewice — Solidarity Szczecin–Goleniów Airport (SZZ), PL"
RZE,Rzeszów-Jasionka Airport,Jasionka,PL,,,,,"Jasionka — Rzeszów-Jasionka Airport (RZE), PL"
KTW,Katowice Wojciech Korfanty International Airport,Katowice,PL,,,,,"Katowice — Katowice Wojciech Korfanty International Airport (KTW), PL"
LUZ,Lublin Airport,Lublin,PL,,,,,"Lublin — Lublin Airport (LUZ), PL"
IEG,Zielona Góra-Babimost Airport,Nowe Kramsko,PL,,,,,"Nowe Kramsko — Zielona Góra-Babimost Airport (IEG), PL"
WMI,Warsaw Modlin Airport,Nowy Dwór Mazowiecki,PL,,,,,"Nowy Dwór Mazowiecki — Warsaw Modlin Airport (WMI), PL"
POZ,Poznań-Ławica Airport,Poznań,PL,,,,,"Poznań — Poznań-Ławica Airport (POZ), PL"
RDO,Warsaw Radom Airport,Radom,PL,,,,,"Radom — Warsaw Radom Airport (RDO), PL"
SZY,Olsztyn-Mazury Airport,Szymany,PL,,,,,"Szymany — Olsztyn-Mazury Airport (SZY), PL"
WAW,Warsaw Chopin Airport,Warsaw,PL,,,,,"Warsaw — Warsaw Chopin Airport (WAW), PL"
WRO,Copernicus Wrocław Airport,Wrocław,PL,,,,,"Wrocław — Copernicus Wrocław Airport (WRO), PL"
LCJ,Łódź Władysław Reymont Airport,Łódź,PL,,,,,"Łódź — Łódź Władysław Reymont Airport (LCJ), PL"
MQC,Miquelon Airport,Miquelon,PM,,,,,"Miquelon — Miquelon Airport (MQC), PM"
FSP,Saint-Pierre Pointe-Blanche Airport,Saint-Pierre,PM,,,,,"Saint-Pierre — Saint-Pierre Pointe-Blanche Airport (FSP), PM"
BQN,Rafael Hernández International Airport,Aguadilla,PR,,,,,"Aguadilla — Rafael Hernández International Airport (BQN), PR"
NRR,José Aponte de la Torre Airport,Ceiba,PR,,,,,"Ceiba — José Aponte de la Torre Airport (NRR), PR"
CPX,Benjamin Rivera Noriega Airport,Culebra,PR,,,,,"Culebra — Benjamin Rivera Noriega Airport (CPX), PR"
MAZ,Eugenio Maria De Hostos Airport,Mayaguez,PR,,,,,"Mayaguez — Eugenio Maria De Hostos Airport (MAZ), PR"
PSE,Mercedita International Airport,Ponce,PR,,,,,"Ponce — Mercedita International Airport (PSE), PR"
SIG,Fernando Luis Ribas Dominicci Airport,San Juan,PR,,,,,"San Juan — Fernando Luis Ribas Dominicci Airport (SIG), PR"
SJU,Luis Munoz Marin International Airport,San Juan,PR,,,,,"San Juan — Luis Munoz Marin International Airport (SJU), PR"
